organizationid,groupid,quizid,schemeofworkid
7817_9054_8412,7817,9054,8412.0
6514_9799_8412,6514,9799,8412.0
625_14209_8400,625,14209,8400.0
11740_2362_8412,11740,2362,8412.0
9729_5714_8400,9729,5714,8400.0
10764_5714_8409,10764,5714,8409.0
3856_5714_8400,3856,5714,8400.0
9234_14946_8413,9234,14946,8413.0
9123_3651_8412,9123,3651,8412.0
11757_9054_8409,11757,9054,8409.0
3477_2862_8412,3477,2862,8412.0
8063_6622_8413,8063,6622,8413.0
6237_13162_8413,6237,13162,8413.0
11339_6086_8400,11339,6086,8400.0
5906_2471_8409,5906,2471,8409.0
10589_7903_8412,10589,7903,8412.0
518_3171_8400,518,3171,8400.0
5026_17052_8399,5026,17052,8399.0
10937_4591_8409,10937,4591,8409.0
5471_4591_8409,5471,4591,8409.0
933_6729_8412,933,6729,8412.0
2308_9800_8399,2308,9800,8399.0
3808_12435_8412,3808,12435,8412.0
4570_14209_8400,4570,14209,8400.0
2159_3651_8412,2159,3651,8412.0
6680_2862_8412,6680,2862,8412.0
5704_12940_8412,5704,12940,8412.0
11581_2810_8412,11581,2810,8412.0
3477_2810_8409,3477,2810,8409.0
10589_2949_8412,10589,2949,8412.0
11684_10125_8400,11684,10125,8400.0
5906_2949_8409,5906,2949,8409.0
11355_10125_8400,11355,10125,8400.0
10558_2949_8412,10558,2949,8412.0
5302_2949_8412,5302,2949,8412.0
11223_2949_8412,11223,2949,8412.0
5262_2949_8412,5262,2949,8412.0
8414_10125_8400,8414,10125,8400.0
2308_10125_8400,2308,10125,8400.0
10866_10125_8400,10866,10125,8400.0
10937_2949_8409,10937,2949,8409.0
3833_2949_8409,3833,2949,8409.0
7174_2949_8412,7174,2949,8412.0
4207_2949_8412,4207,2949,8412.0
482_2949_8412,482,2949,8412.0
11076_2949_8412,11076,2949,8412.0
8674_2949_8412,8674,2949,8412.0
5404_2949_8412,5404,2949,8412.0
8362_10125_8400,8362,10125,8400.0
2159_2949_8412,2159,2949,8412.0
5885_2949_8412,5885,2949,8412.0
11581_2949_8412,11581,2949,8412.0
6480_10125_8400,6480,10125,8400.0
10224_10125_8400,10224,10125,8400.0
3371_2949_8409,3371,2949,8409.0
8252_10125_8400,8252,10125,8400.0
5981_2949_8412,5981,2949,8412.0
4584_10125_8400,4584,10125,8400.0
361_10125_8400,361,10125,8400.0
3661_2949_8409,3661,2949,8409.0
8613_10125_8400,8613,10125,8400.0
3704_2949_8409,3704,2949,8409.0
9729_10125_8400,9729,10125,8400.0
8710_2949_8409,8710,2949,8409.0
11757_10125_8400,11757,10125,8400.0
11740_2949_8412,11740,2949,8412.0
6158_10125_8400,6158,10125,8400.0
2429_2949_8412,2429,2949,8412.0
8685_2949_8409,8685,2949,8409.0
1797_10125_8400,1797,10125,8400.0
6206_10125_8400,6206,10125,8400.0
3462_2949_8412,3462,2949,8412.0
4863_2949_8412,4863,2949,8412.0
2016_10125_8400,2016,10125,8400.0
11561_10125_8400,11561,10125,8400.0
11061_6086_8400,11061,6086,8400.0
989_2027_8413,989,2027,8413.0
149_2271_8408,149,2271,8408.0
11684_1812_8408,11684,1812,8408.0
10558_6741_8413,10558,6741,8413.0
5490_1812_8408,5490,1812,8408.0
8449_6741_8413,8449,6741,8413.0
8414_1812_8408,8414,1812,8408.0
4166_6741_8413,4166,6741,8413.0
8212_6741_8413,8212,6741,8413.0
5296_6741_8413,5296,6741,8413.0
58_6741_8413,58,6741,8413.0
4034_6741_8413,4034,6741,8413.0
3337_1812_8408,3337,1812,8408.0
11671_6741_8413,11671,6741,8413.0
7331_6741_8413,7331,6741,8413.0
8221_6741_8413,8221,6741,8413.0
11076_6741_8413,11076,6741,8413.0
3234_6741_8413,3234,6741,8413.0
11435_6741_8413,11435,6741,8413.0
4917_6741_8413,4917,6741,8413.0
2429_6741_8413,2429,6741,8413.0
9909_2027_8413,9909,2027,8413.0
625_7632_8399,625,7632,8399.0
10794_2892_8412,10794,2892,8412.0
4207_2892_8412,4207,2892,8412.0
8700_2892_8412,8700,2892,8412.0
11355_2892_8412,11355,2892,8412.0
11241_2892_8412,11241,2892,8412.0
11684_4460_8400,11684,4460,8400.0
5302_2892_8412,5302,2892,8412.0
6697_2892_8412,6697,2892,8412.0
8414_4460_8400,8414,4460,8400.0
11740_2892_8412,11740,2892,8412.0
1778_2892_8412,1778,2892,8412.0
10937_2892_8412,10937,2892,8412.0
7174_2892_8412,7174,2892,8412.0
1903_2892_8412,1903,2892,8412.0
3808_2892_8412,3808,2892,8412.0
11076_2892_8412,11076,2892,8412.0
7092_2892_8412,7092,2892,8412.0
2261_4460_8400,2261,4460,8400.0
5404_2892_8412,5404,2892,8412.0
9824_2892_8412,9824,2892,8412.0
10558_2892_8412,10558,2892,8412.0
5262_2892_8412,5262,2892,8412.0
10224_4460_8400,10224,4460,8400.0
11223_2892_8412,11223,2892,8412.0
11060_2892_8412,11060,2892,8412.0
8613_2892_8412,8613,2892,8412.0
8685_2892_8412,8685,2892,8412.0
5885_2892_8412,5885,2892,8412.0
6158_4460_8400,6158,4460,8400.0
4863_2892_8412,4863,2892,8412.0
10589_2892_8412,10589,2892,8412.0
2429_2892_8412,2429,2892,8412.0
3661_2892_8412,3661,2892,8412.0
625_4460_8400,625,4460,8400.0
6336_2892_8412,6336,2892,8412.0
9123_2892_8412,9123,2892,8412.0
1797_2892_8412,1797,2892,8412.0
11494_2892_8412,11494,2892,8412.0
6822_9037_8408,6822,9037,8408.0
4207_3732_8413,4207,3732,8413.0
8449_3732_8413,8449,3732,8413.0
5490_9037_8408,5490,9037,8408.0
10877_3732_8413,10877,3732,8413.0
5262_3732_8413,5262,3732,8413.0
8414_9037_8408,8414,9037,8408.0
8212_3732_8413,8212,3732,8413.0
4611_3732_8413,4611,3732,8413.0
58_3732_8413,58,3732,8413.0
5885_3732_8413,5885,3732,8413.0
5725_9037_8408,5725,9037,8408.0
10224_9037_8408,10224,9037,8408.0
11684_9037_8408,11684,9037,8408.0
11429_3732_8413,11429,3732,8413.0
7331_3732_8413,7331,3732,8413.0
11435_3732_8413,11435,3732,8413.0
5130_9037_8408,5130,9037,8408.0
11050_13608_8408,11050,13608,8408.0
10558_13963_8412,10558,13963,8412.0
4863_13963_8409,4863,13963,8409.0
9824_16155_8412,9824,16155,8412.0
11684_11066_8400,11684,11066,8400.0
4570_11066_8399,4570,11066,8399.0
8414_11066_8400,8414,11066,8400.0
2308_11066_8399,2308,11066,8399.0
625_11066_8400,625,11066,8400.0
6206_11066_8400,6206,11066,8400.0
3326_11066_8400,3326,11066,8400.0
6480_11066_8400,6480,11066,8400.0
1173_11066_8399,1173,11066,8399.0
3337_11066_8399,3337,11066,8399.0
8181_11066_8399,8181,11066,8399.0
1641_11066_8400,1641,11066,8400.0
6094_11066_8400,6094,11066,8400.0
4584_11066_8399,4584,11066,8399.0
706_11066_8399,706,11066,8399.0
11669_11066_8399,11669,11066,8399.0
11494_11066_8399,11494,11066,8399.0
8506_11066_8399,8506,11066,8399.0
4744_11121_8399,4744,11121,8399.0
6822_5371_8400,6822,5371,8400.0
11355_5371_8400,11355,5371,8400.0
8414_5371_8400,8414,5371,8400.0
11684_5371_8400,11684,5371,8400.0
8411_5371_8399,8411,5371,8399.0
625_5371_8399,625,5371,8399.0
11669_5371_8399,11669,5371,8399.0
6010_5371_8400,6010,5371,8400.0
3371_5371_8399,3371,5371,8399.0
6488_5371_8399,6488,5371,8399.0
1173_5371_8399,1173,5371,8399.0
8181_5371_8399,8181,5371,8399.0
9190_5371_8400,9190,5371,8400.0
10224_5371_8400,10224,5371,8400.0
4584_5371_8400,4584,5371,8400.0
8506_5371_8399,8506,5371,8399.0
149_5371_8400,149,5371,8400.0
11509_5371_8400,11509,5371,8400.0
3247_5371_8400,3247,5371,8400.0
6822_89_8400,6822,89,8400.0
4207_16646_8412,4207,16646,8412.0
11684_89_8400,11684,89,8400.0
11355_16646_8412,11355,16646,8412.0
3326_89_8400,3326,89,8400.0
10558_16646_8412,10558,16646,8412.0
8506_16646_8412,8506,16646,8412.0
7465_89_8400,7465,89,8400.0
8414_89_8400,8414,89,8400.0
11241_16646_8412,11241,16646,8412.0
5981_16646_8412,5981,16646,8412.0
7092_16646_8412,7092,16646,8412.0
6697_16646_8412,6697,16646,8412.0
5262_16646_8412,5262,16646,8412.0
10937_16646_8412,10937,16646,8412.0
1778_16646_8412,1778,16646,8412.0
11076_16646_8412,11076,16646,8412.0
5302_16646_8412,5302,16646,8412.0
5404_16646_8412,5404,16646,8412.0
9824_16646_8412,9824,16646,8412.0
5885_16646_8412,5885,16646,8412.0
4863_16646_8412,4863,16646,8412.0
2261_89_8400,2261,89,8400.0
298_89_8400,298,89,8400.0
11223_16646_8412,11223,16646,8412.0
10794_16646_8412,10794,16646,8412.0
10224_89_8400,10224,89,8400.0
6336_16646_8412,6336,16646,8412.0
8181_16646_8412,8181,16646,8412.0
482_16646_8412,482,16646,8412.0
10790_16646_8412,10790,16646,8412.0
8613_16646_8412,8613,16646,8412.0
3704_16646_8412,3704,16646,8412.0
8710_16646_8412,8710,16646,8412.0
125_16646_8412,125,16646,8412.0
9123_16646_8412,9123,16646,8412.0
8685_16646_8412,8685,16646,8412.0
1797_16646_8412,1797,16646,8412.0
10589_16646_8412,10589,16646,8412.0
11740_16646_8412,11740,16646,8412.0
11658_6086_8400,11658,6086,8400.0
9729_6086_8399,9729,6086,8399.0
10558_15947_8413,10558,15947,8413.0
8414_15435_8408,8414,15435,8408.0
8449_15947_8413,8449,15947,8413.0
11684_15435_8408,11684,15435,8408.0
11076_15947_8413,11076,15947,8413.0
8212_15947_8413,8212,15947,8413.0
5296_15947_8413,5296,15947,8413.0
10984_15947_8413,10984,15947,8413.0
5725_15435_8408,5725,15435,8408.0
7331_15947_8413,7331,15947,8413.0
11429_15947_8413,11429,15947,8413.0
2429_15947_8413,2429,15947,8413.0
5130_1600_8400,5130,1600,8400.0
11781_1600_8400,11781,1600,8400.0
11408_1600_8400,11408,1600,8400.0
11330_6791_8400,11330,6791,8400.0
10794_11372_8412,10794,11372,8412.0
4207_11372_8412,4207,11372,8412.0
11684_3431_8400,11684,3431,8400.0
5302_11372_8412,5302,11372,8412.0
11355_3431_8400,11355,3431,8400.0
11581_11372_8412,11581,11372,8412.0
10558_11372_8412,10558,11372,8412.0
2308_3431_8400,2308,3431,8400.0
6697_11372_8412,6697,11372,8412.0
5262_11372_8412,5262,11372,8412.0
8414_3431_8400,8414,3431,8400.0
11223_11372_8412,11223,11372,8412.0
11740_11372_8412,11740,11372,8412.0
10937_11372_8412,10937,11372,8412.0
7174_11372_8412,7174,11372,8412.0
482_11372_8412,482,11372,8412.0
11076_11372_8412,11076,11372,8412.0
8674_11372_8412,8674,11372,8412.0
5404_11372_8412,5404,11372,8412.0
2159_11372_8412,2159,11372,8412.0
9824_11372_8412,9824,11372,8412.0
6010_3431_8400,6010,3431,8400.0
8362_3431_8400,8362,3431,8400.0
5885_11372_8412,5885,11372,8412.0
10866_3431_8400,10866,3431,8400.0
7092_11372_8412,7092,11372,8412.0
6480_3431_8400,6480,3431,8400.0
7821_11372_8412,7821,11372,8412.0
10224_3431_8400,10224,3431,8400.0
4863_11372_8412,4863,11372,8412.0
8221_11372_8412,8221,11372,8412.0
5981_11372_8412,5981,11372,8412.0
9190_3431_8400,9190,3431,8400.0
7869_11372_8412,7869,11372,8412.0
3661_11372_8412,3661,11372,8412.0
4584_3431_8400,4584,3431,8400.0
9168_11372_8412,9168,11372,8412.0
691_11372_8412,691,11372,8412.0
9483_3431_8400,9483,3431,8400.0
6158_3431_8400,6158,3431,8400.0
2429_11372_8412,2429,11372,8412.0
8685_11372_8412,8685,11372,8412.0
1797_3431_8400,1797,3431,8400.0
8700_11372_8412,8700,11372,8412.0
8613_3431_8400,8613,3431,8400.0
6206_3431_8400,6206,3431,8400.0
10589_11372_8412,10589,11372,8412.0
6822_15445_8400,6822,15445,8400.0
1641_15445_8400,1641,15445,8400.0
4584_15445_8400,4584,15445,8400.0
8414_15445_8400,8414,15445,8400.0
11408_15445_8400,11408,15445,8400.0
11355_15445_8400,11355,15445,8400.0
11684_15445_8400,11684,15445,8400.0
7908_15445_8400,7908,15445,8400.0
10224_15445_8400,10224,15445,8400.0
6010_15445_8400,6010,15445,8400.0
8362_15445_8400,8362,15445,8400.0
6206_15445_8400,6206,15445,8400.0
9729_15445_8400,9729,15445,8400.0
10866_15445_8400,10866,15445,8400.0
6480_15445_8400,6480,15445,8400.0
9190_15445_8400,9190,15445,8400.0
8613_15445_8400,8613,15445,8400.0
6158_15445_8400,6158,15445,8400.0
1797_15445_8400,1797,15445,8400.0
9729_7012_8400,9729,7012,8400.0
2308_5371_8400,2308,5371,8400.0
625_5371_8400,625,5371,8400.0
6822_1313_8408,6822,1313,8408.0
10707_7219_8413,10707,7219,8413.0
5490_1313_8408,5490,1313,8408.0
8414_1313_8408,8414,1313,8408.0
989_7219_8413,989,7219,8413.0
1116_7219_8413,1116,7219,8413.0
5725_1313_8408,5725,1313,8408.0
11076_7219_8413,11076,7219,8413.0
11429_7219_8413,11429,7219,8413.0
11435_7219_8413,11435,7219,8413.0
10826_7219_8413,10826,7219,8413.0
2796_1313_8408,2796,1313,8408.0
11408_7012_8400,11408,7012,8400.0
11061_16400_8400,11061,16400,8400.0
6822_12981_8400,6822,12981,8400.0
11684_12981_8400,11684,12981,8400.0
11355_12981_8400,11355,12981,8400.0
6480_12981_8400,6480,12981,8400.0
8414_12981_8400,8414,12981,8400.0
2308_12981_8400,2308,12981,8400.0
8362_12981_8400,8362,12981,8400.0
6206_12981_8400,6206,12981,8400.0
10866_12981_8400,10866,12981,8400.0
10224_12981_8400,10224,12981,8400.0
9190_12981_8400,9190,12981,8400.0
11561_12981_8400,11561,12981,8400.0
8613_12981_8400,8613,12981,8400.0
4584_12981_8400,4584,12981,8400.0
6158_12981_8400,6158,12981,8400.0
1797_12981_8400,1797,12981,8400.0
6822_2212_8400,6822,2212,8400.0
4207_2550_8412,4207,2550,8412.0
5262_2550_8412,5262,2550,8412.0
5906_2550_8409,5906,2550,8409.0
11581_2550_8412,11581,2550,8412.0
5437_2550_8409,5437,2550,8409.0
10937_2550_8409,10937,2550,8409.0
7821_2550_8412,7821,2550,8412.0
8674_2550_8412,8674,2550,8412.0
5404_2550_8412,5404,2550,8412.0
5885_2550_8412,5885,2550,8412.0
8700_2550_8409,8700,2550,8409.0
482_2550_8412,482,2550,8412.0
11740_2550_8412,11740,2550,8412.0
9824_2550_8409,9824,2550,8409.0
5981_2550_8412,5981,2550,8412.0
7869_2550_8409,7869,2550,8409.0
3661_2550_8409,3661,2550,8409.0
8685_2550_8409,8685,2550,8409.0
4172_2212_8400,4172,2212,8400.0
125_2550_8409,125,2550,8409.0
7817_2550_8412,7817,2550,8412.0
3808_2550_8409,3808,2550,8409.0
1605_2550_8409,1605,2550,8409.0
11408_3431_8400,11408,3431,8400.0
2486_3431_8400,2486,3431,8400.0
11339_3431_8400,11339,3431,8400.0
9729_3431_8400,9729,3431,8400.0
11757_3431_8400,11757,3431,8400.0
4570_3431_8400,4570,3431,8400.0
9248_6741_8413,9248,6741,8413.0
10589_11249_8412,10589,11249,8412.0
10558_11249_8412,10558,11249,8412.0
5404_11249_8412,5404,11249,8412.0
10883_11066_8400,10883,11066,8400.0
10877_11249_8412,10877,11249,8412.0
5906_11249_8412,5906,11249,8412.0
8212_11249_8412,8212,11249,8412.0
10937_11249_8412,10937,11249,8412.0
6336_11249_8412,6336,11249,8412.0
7821_11249_8412,7821,11249,8412.0
11241_11249_8412,11241,11249,8412.0
8449_11249_8412,8449,11249,8412.0
6514_11249_8412,6514,11249,8412.0
11658_11066_8400,11658,11066,8400.0
11740_11249_8412,11740,11249,8412.0
11581_11249_8412,11581,11249,8412.0
2159_11249_8412,2159,11249,8412.0
11223_11249_8412,11223,11249,8412.0
5262_11249_8412,5262,11249,8412.0
9824_11249_8412,9824,11249,8412.0
7331_11249_8412,7331,11249,8412.0
4207_11249_8412,4207,11249,8412.0
3704_11249_8412,3704,11249,8412.0
8221_11249_8412,8221,11249,8412.0
3115_11249_8412,3115,11249,8412.0
9123_11249_8412,9123,11249,8412.0
9190_11066_8399,9190,11066,8399.0
9729_11066_8399,9729,11066,8399.0
8710_11249_8412,8710,11249,8412.0
125_11249_8412,125,11249,8412.0
3808_11249_8412,3808,11249,8412.0
2429_11249_8412,2429,11249,8412.0
8685_11249_8412,8685,11249,8412.0
1605_11249_8412,1605,11249,8412.0
8252_12981_8400,8252,12981,8400.0
8674_8396_8412,8674,8396,8412.0
2159_8396_8412,2159,8396,8412.0
482_8396_8412,482,8396,8412.0
3661_8396_8409,3661,8396,8409.0
7127_12981_8400,7127,12981,8400.0
11453_8396_8409,11453,8396,8409.0
10934_4017_8400,10934,4017,8400.0
11076_11249_8412,11076,11249,8412.0
6813_11249_8412,6813,11249,8412.0
5885_11249_8412,5885,11249,8412.0
11060_11249_8412,11060,11249,8412.0
8414_8270_8408,8414,8270,8408.0
11684_8270_8408,11684,8270,8408.0
7821_2949_8412,7821,2949,8412.0
9824_2949_8409,9824,2949,8409.0
4570_10125_8400,4570,10125,8400.0
7127_10125_8400,7127,10125,8400.0
3234_2949_8412,3234,2949,8412.0
8506_2892_8412,8506,2892,8412.0
10790_2892_8412,10790,2892,8412.0
8181_2892_8412,8181,2892,8412.0
6206_4460_8400,6206,4460,8400.0
1641_4460_8400,1641,4460,8400.0
8710_2892_8412,8710,2892,8412.0
1995_13978_8400,1995,13978,8400.0
7465_4460_8400,7465,4460,8400.0
11757_4460_8400,11757,4460,8400.0
298_4460_8400,298,4460,8400.0
6822_8980_8400,6822,8980,8400.0
11684_8980_8400,11684,8980,8400.0
5906_7006_8409,5906,7006,8409.0
11355_8980_8400,11355,8980,8400.0
11581_7006_8412,11581,7006,8412.0
7465_8980_8400,7465,8980,8400.0
5404_7006_8412,5404,7006,8412.0
8414_8980_8400,8414,8980,8400.0
5437_7006_8409,5437,7006,8409.0
8710_7006_8409,8710,7006,8409.0
9729_8980_8400,9729,8980,8400.0
3704_7006_8409,3704,7006,8409.0
11740_7006_8412,11740,7006,8412.0
4207_7006_8412,4207,7006,8412.0
7821_7006_8412,7821,7006,8412.0
482_7006_8412,482,7006,8412.0
7174_7006_8412,7174,7006,8412.0
7869_7006_8409,7869,7006,8409.0
4584_8980_8400,4584,8980,8400.0
9824_7006_8409,9824,7006,8409.0
6010_8980_8400,6010,8980,8400.0
5262_7006_8412,5262,7006,8412.0
5885_7006_8412,5885,7006,8412.0
11076_7006_8412,11076,7006,8412.0
9190_8980_8400,9190,8980,8400.0
5130_8980_8400,5130,8980,8400.0
1641_8980_8400,1641,8980,8400.0
4570_8980_8400,4570,8980,8400.0
10937_7006_8409,10937,7006,8409.0
298_8980_8400,298,8980,8400.0
1605_7006_8409,1605,7006,8409.0
3661_7006_8409,3661,7006,8409.0
3808_7006_8409,3808,7006,8409.0
7817_7006_8412,7817,7006,8412.0
11509_8980_8400,11509,8980,8400.0
3247_8980_8400,3247,8980,8400.0
8539_8980_8400,8539,8980,8400.0
125_7006_8409,125,7006,8409.0
4166_15947_8413,4166,15947,8413.0
58_15947_8413,58,15947,8413.0
8221_15947_8413,8221,15947,8413.0
10707_7006_8412,10707,7006,8412.0
11757_8980_8400,11757,8980,8400.0
6206_8980_8400,6206,8980,8400.0
2308_8980_8400,2308,8980,8400.0
10826_15947_8413,10826,15947,8413.0
10276_1600_8400,10276,1600,8400.0
11408_17052_8400,11408,17052,8400.0
3443_17052_8400,3443,17052,8400.0
7274_12703_8409,7274,12703,8409.0
1605_12703_8409,1605,12703,8409.0
5906_12703_8409,5906,12703,8409.0
5437_12703_8409,5437,12703,8409.0
11241_12703_8412,11241,12703,8412.0
6336_12703_8412,6336,12703,8412.0
7234_12703_8409,7234,12703,8409.0
7821_12703_8412,7821,12703,8412.0
10608_12703_8412,10608,12703,8412.0
8052_12703_8409,8052,12703,8409.0
4427_12703_8412,4427,12703,8412.0
6237_12703_8412,6237,12703,8412.0
989_12703_8412,989,12703,8412.0
5471_12703_8412,5471,12703,8412.0
11076_12703_8412,11076,12703,8412.0
5404_12703_8412,5404,12703,8412.0
11740_12703_8412,11740,12703,8412.0
10276_7632_8400,10276,7632,8400.0
8449_12992_8413,8449,12992,8413.0
8212_12992_8413,8212,12992,8413.0
4166_12992_8413,4166,12992,8413.0
939_12992_8413,939,12992,8413.0
10558_12992_8413,10558,12992,8413.0
10984_12992_8413,10984,12992,8413.0
5296_12992_8413,5296,12992,8413.0
8221_12992_8413,8221,12992,8413.0
11076_12992_8413,11076,12992,8413.0
11429_12992_8413,11429,12992,8413.0
10826_12992_8413,10826,12992,8413.0
11435_12992_8413,11435,12992,8413.0
8153_12992_8413,8153,12992,8413.0
4207_9974_8412,4207,9974,8412.0
10558_9974_8412,10558,9974,8412.0
5302_9974_8412,5302,9974,8412.0
5262_9974_8412,5262,9974,8412.0
2308_15445_8400,2308,15445,8400.0
10937_9974_8412,10937,9974,8412.0
6697_9974_8412,6697,9974,8412.0
11076_9974_8412,11076,9974,8412.0
8674_9974_8412,8674,9974,8412.0
5404_9974_8412,5404,9974,8412.0
9824_9974_8412,9824,9974,8412.0
2159_9974_8412,2159,9974,8412.0
11581_9974_8412,11581,9974,8412.0
7092_9974_8412,7092,9974,8412.0
10589_9974_8412,10589,9974,8412.0
4863_9974_8412,4863,9974,8412.0
11223_9974_8412,11223,9974,8412.0
482_9974_8412,482,9974,8412.0
3661_9974_8412,3661,9974,8412.0
3704_9974_8412,3704,9974,8412.0
8710_9974_8412,8710,9974,8412.0
5885_9974_8412,5885,9974,8412.0
11339_15445_8400,11339,15445,8400.0
2429_9974_8412,2429,9974,8412.0
8685_9974_8412,8685,9974,8412.0
10877_16646_8412,10877,16646,8412.0
3661_16646_8412,3661,16646,8412.0
7274_16646_8412,7274,16646,8412.0
4371_16646_8412,4371,16646,8412.0
7869_16646_8412,7869,16646,8412.0
2429_16646_8412,2429,16646,8412.0
2523_16646_8412,2523,16646,8412.0
9073_4583_8400,9073,4583,8400.0
8221_8626_8413,8221,8626,8413.0
10558_8626_8413,10558,8626,8413.0
5490_4059_8408,5490,4059,8408.0
8449_8626_8413,8449,8626,8413.0
10877_8626_8413,10877,8626,8413.0
8414_4059_8408,8414,4059,8408.0
8212_8626_8413,8212,8626,8413.0
149_4059_8408,149,4059,8408.0
58_8626_8413,58,8626,8413.0
5725_4059_8408,5725,4059,8408.0
7331_8626_8413,7331,8626,8413.0
3234_8626_8413,3234,8626,8413.0
6933_8626_8413,6933,8626,8413.0
11684_4059_8408,11684,4059,8408.0
11429_8626_8413,11429,8626,8413.0
11076_8626_8413,11076,8626,8413.0
6419_8626_8413,6419,8626,8413.0
11435_8626_8413,11435,8626,8413.0
10558_8396_8412,10558,8396,8412.0
2523_8396_8412,2523,8396,8412.0
2261_12981_8400,2261,12981,8400.0
9190_10125_8400,9190,10125,8400.0
8252_11673_8400,8252,11673,8400.0
8414_11673_8400,8414,11673,8400.0
2308_11673_8399,2308,11673,8399.0
1778_5484_8409,1778,5484,8409.0
3833_5484_8409,3833,5484,8409.0
10937_5484_8409,10937,5484,8409.0
482_5484_8412,482,5484,8412.0
7821_5484_8412,7821,5484,8412.0
10608_5484_8412,10608,5484,8412.0
8674_5484_8412,8674,5484,8412.0
5404_5484_8412,5404,5484,8412.0
11669_11673_8399,11669,11673,8399.0
7465_11673_8400,7465,11673,8400.0
2159_5484_8412,2159,5484,8412.0
1371_11673_8400,1371,11673,8400.0
3337_11673_8400,3337,11673,8400.0
9190_11673_8399,9190,11673,8399.0
11302_11673_8400,11302,11673,8400.0
11684_11673_8400,11684,11673,8400.0
8710_5484_8409,8710,5484,8409.0
6206_11673_8400,6206,11673,8400.0
7125_14178_8400,7125,14178,8400.0
6822_9606_8399,6822,9606,8399.0
4207_5145_8412,4207,5145,8412.0
11684_9606_8400,11684,9606,8400.0
1605_5145_8409,1605,5145,8409.0
11355_9606_8399,11355,9606,8399.0
10558_5145_8412,10558,5145,8412.0
